Time (s),Position (m)
0.5580000000000004,2.790000000000001
0.5610000000000004,2.805000000000001
0.5640000000000004,2.820000000000001
0.5670000000000004,2.8350000000000013
0.5700000000000004,2.8500000000000014
0.5730000000000004,2.8650000000000015
0.5760000000000004,2.8800000000000017
0.5790000000000004,2.895000000000002
0.5820000000000004,2.910000000000002
0.5850000000000004,2.925000000000002
0.5880000000000004,2.940000000000002
0.5910000000000004,2.9550000000000023
0.5940000000000004,2.9700000000000024
0.5970000000000004,2.9850000000000025
0.6000000000000004,3.0000000000000027
0.6030000000000004,3.015000000000003
0.6060000000000004,3.030000000000003
0.6090000000000004,3.045000000000003
0.6120000000000004,3.060000000000003
0.6150000000000004,3.0750000000000033
0.6180000000000004,3.0900000000000034
0.6210000000000004,3.1050000000000035
0.6240000000000004,3.1200000000000037
0.6270000000000004,3.135000000000004
0.6300000000000004,3.150000000000004
0.6330000000000005,3.165000000000004
0.6360000000000005,3.180000000000004
0.6390000000000005,3.1950000000000043
0.6420000000000005,3.2100000000000044
0.6450000000000005,3.2250000000000045
0.6480000000000005,3.2400000000000047
0.6510000000000005,3.255000000000005
0.6540000000000005,3.270000000000005
0.6570000000000005,3.285000000000005
0.6600000000000005,3.300000000000005
0.6630000000000005,3.3150000000000053
0.6660000000000005,3.3300000000000054
0.6690000000000005,3.3450000000000055
0.6720000000000005,3.3600000000000056
0.6750000000000005,3.3750000000000058
0.6780000000000005,3.390000000000006
0.6810000000000005,3.405000000000006
0.6840000000000005,3.420000000000006
0.6870000000000005,3.4350000000000063
0.6900000000000005,3.4500000000000064
0.6930000000000005,3.4650000000000065
0.6960000000000005,3.4800000000000066
0.6990000000000005,3.4950000000000068
0.7020000000000005,3.510000000000007
0.7050000000000005,3.525000000000007
0.7080000000000005,3.540000000000007
0.7110000000000005,3.5550000000000073
0.7140000000000005,3.5700000000000074
0.7170000000000005,3.5850000000000075
0.7200000000000005,3.6000000000000076
0.7230000000000005,3.6150000000000078
0.7260000000000005,3.630000000000008
0.7290000000000005,3.645000000000008
0.7320000000000005,3.660000000000008
0.7350000000000005,3.6750000000000083
0.7380000000000005,3.6900000000000084
0.7410000000000005,3.7050000000000085
0.7440000000000005,3.7200000000000086
0.7470000000000006,3.7350000000000088
0.7500000000000006,3.750000000000009
0.7530000000000006,3.765000000000009
0.7560000000000006,3.780000000000009
0.7590000000000006,3.7950000000000093
0.7620000000000006,3.8100000000000094
0.7650000000000006,3.8250000000000095
0.7680000000000006,3.8400000000000096
0.7710000000000006,3.8550000000000098
0.7740000000000006,3.87000000000001
0.7770000000000006,3.88500000000001
0.7800000000000006,3.90000000000001
0.7830000000000006,3.9150000000000102
0.7860000000000006,3.9300000000000104
0.7890000000000006,3.9450000000000105
0.7920000000000006,3.9600000000000106
0.7950000000000006,3.9750000000000107
0.7980000000000006,3.990000000000011
0.8010000000000006,4.0050000000000106
0.8040000000000006,4.02000000000001
0.8070000000000006,4.03500000000001
0.8100000000000006,4.05000000000001
0.8130000000000006,4.065000000000009
0.8160000000000006,4.080000000000009
0.8190000000000006,4.095000000000009
0.8220000000000006,4.110000000000008
0.8250000000000006,4.125000000000008
0.8280000000000006,4.140000000000008
0.8310000000000006,4.155000000000007
0.8340000000000006,4.170000000000007
0.8370000000000006,4.185000000000007
0.8400000000000006,4.200000000000006
0.8430000000000006,4.215000000000006
0.8460000000000006,4.230000000000006
0.8490000000000006,4.245000000000005
0.8520000000000006,4.260000000000005
0.8550000000000006,4.275000000000005
0.8580000000000007,4.2900000000000045
0.8610000000000007,4.305000000000004
0.8640000000000007,4.320000000000004
0.8670000000000007,4.3350000000000035
0.8700000000000007,4.347321200000003
0.8730000000000007,4.359642400000003
0.8760000000000007,4.371963600000003
0.8790000000000007,4.384284800000002
0.8820000000000007,4.396606000000002
0.8850000000000007,4.408927200000002
0.8880000000000007,4.421248400000001
0.8910000000000007,4.433569600000001
0.8940000000000007,4.445890800000001
0.8970000000000007,4.4582120000000005
0.9000000000000007,4.4705332
0.9030000000000007,4.4828544
0.9060000000000007,4.4951756
0.9090000000000007,4.507496799999999
0.9120000000000007,4.519817999999999
0.9150000000000007,4.532139199999999
0.9180000000000007,4.544460399999998
0.9210000000000007,4.556781599999998
0.9240000000000007,4.569102799999998
0.9270000000000007,4.5814239999999975
0.9300000000000007,4.593745199999997
0.9330000000000007,4.606066399999997
0.9360000000000007,4.618387599999997
0.9390000000000007,4.630708799999996
0.9420000000000007,4.643029999999996
0.9450000000000007,4.655351199999996
0.9480000000000007,4.667672399999995
0.9510000000000007,4.679993599999995
0.9540000000000007,4.692314799999995
0.9570000000000007,4.7046359999999945
0.9600000000000007,4.716957199999994
0.9630000000000007,4.729278399999994
0.9660000000000007,4.741599599999994
0.9690000000000007,4.753920799999993
0.9720000000000008,4.766241999999993
0.9750000000000008,4.778563199999993
0.9780000000000008,4.790884399999992
0.9810000000000008,4.803205599999992
0.9840000000000008,4.815526799999992
0.9870000000000008,4.8278479999999915
0.9900000000000008,4.840169199999991
0.9930000000000008,4.852490399999991
0.9960000000000008,4.864811599999991
0.9990000000000008,4.87713279999999
1.0020000000000007,4.88945399999999
1.0050000000000006,4.90177519999999
1.0080000000000005,4.914096399999989
1.0110000000000003,4.926417599999989
1.0140000000000002,4.938738799999989
1.0170000000000001,4.9510599999999885
1.02,4.963381199999988
1.023,4.975702399999988
1.0259999999999998,4.988023599999988
1.0289999999999997,5.000344799999987
1.0319999999999996,5.012665999999987
1.0349999999999995,5.024987199999987
1.0379999999999994,5.037308399999986
1.0409999999999993,5.049629599999986
1.0439999999999992,5.061950799999986
1.046999999999999,5.0742719999999855
1.049999999999999,5.086593199999985
1.0529999999999988,5.098914399999985
1.0559999999999987,5.111235599999985
1.0589999999999986,5.123556799999984
1.0619999999999985,5.135877999999984
1.0649999999999984,5.148199199999984
1.0679999999999983,5.160520399999983
1.0709999999999982,5.172841599999983
1.073999999999998,5.185162799999983
1.076999999999998,5.1974839999999825
1.0799999999999979,5.209805199999982
1.0829999999999977,5.222126399999982
1.0859999999999976,5.2344475999999815
1.0889999999999975,5.246768799999981
1.0919999999999974,5.259089999999981
1.0949999999999973,5.271411199999981
1.0979999999999972,5.28373239999998
1.100999999999997,5.29605359999998
1.103999999999997,5.30837479999998
1.1069999999999969,5.320695999999979
1.1099999999999968,5.333017199999979
1.1129999999999967,5.345338399999979
1.1159999999999966,5.3576595999999785
1.1189999999999964,5.369980799999978
1.1219999999999963,5.382301999999978
1.1249999999999962,5.394623199999978
1.1279999999999961,5.406944399999977
1.130999999999996,5.419265599999977
1.133999999999996,5.431586799999977
1.1369999999999958,5.443907999999976
1.1399999999999957,5.456229199999976
1.1429999999999956,5.468550399999976
1.1459999999999955,5.4808715999999755
1.1489999999999954,5.493192799999975
1.1519999999999953,5.505513999999975
1.1549999999999951,5.517835199999975
1.157999999999995,5.530156399999974
1.160999999999995,5.542477599999974
1.1639999999999948,5.554798799999974
1.1669999999999947,5.567119999999973
1.1699999999999946,5.579441199999973
1.1729999999999945,5.591762399999973
1.1759999999999944,5.6040835999999725
1.1789999999999943,5.616404799999972
1.1819999999999942,5.628725999999972
1.184999999999994,5.641047199999972
1.187999999999994,5.653368399999971
1.1909999999999938,5.665689599999971
1.1939999999999937,5.678010799999971
1.1969999999999936,5.69033199999997
1.1999999999999935,5.70265319999997
1.2029999999999934,5.71497439999997
1.2059999999999933,5.7272955999999695
1.2089999999999932,5.739616799999969
1.211999999999993,5.751937999999969
1.214999999999993,5.764259199999969
1.2179999999999929,5.776580399999968
1.2209999999999928,5.788901599999968
1.2239999999999926,5.801222799999968
1.2269999999999925,5.813543999999967
1.2299999999999924,5.825865199999967
1.2329999999999923,5.838186399999967
1.2359999999999922,5.8505075999999665
1.238999999999992,5.862828799999966
1.241999999999992,5.875149999999966
1.244999999999992,5.887471199999966
1.2479999999999918,5.899792399999965
1.2509999999999917,5.912113599999965
1.2539999999999916,5.924434799999965
1.2569999999999915,5.936755999999964
1.2599999999999913,5.949077199999964
1.2629999999999912,5.961398399999964
1.2659999999999911,5.9737195999999635
1.268999999999991,5.986040799999963
1.271999999999991,5.998361999999963
1.2749999999999908,6.010683199999963
1.2779999999999907,6.023004399999962
1.2809999999999906,6.035325599999962
1.2839999999999905,6.047646799999962
1.2869999999999904,6.059967999999961
1.2899999999999903,6.072289199999961
1.2929999999999902,6.084610399999961
1.29599999999999,6.0969315999999605
1.29899999999999,6.10925279999996
1.3019999999999898,6.12157399999996
1.3049999999999897,6.13389519999996
1.3079999999999896,6.146216399999959
1.3109999999999895,6.158537599999959
1.3139999999999894,6.170858799999959
1.3169999999999893,6.183179999999958
1.3199999999999892,6.195501199999958
1.322999999999989,6.207822399999958
1.325999999999989,6.2201435999999575
1.3289999999999889,6.232464799999957
1.3319999999999887,6.244785999999957
1.3349999999999886,6.257107199999957
1.3379999999999885,6.269428399999956
1.3409999999999884,6.281749599999956
1.3439999999999883,6.294070799999956
1.3469999999999882,6.306391999999955
1.349999999999988,6.318713199999955
1.352999999999988,6.331034399999955
1.3559999999999879,6.3433555999999545
1.3589999999999878,6.355676799999954
1.3619999999999877,6.367997999999954
1.3649999999999876,6.380319199999954
1.3679999999999874,6.392640399999953
1.3709999999999873,6.404961599999953
1.3739999999999872,6.417282799999953
1.3769999999999871,6.429603999999952
1.379999999999987,6.441925199999952
1.382999999999987,6.454246399999952
1.3859999999999868,6.4665675999999515
1.3889999999999867,6.478888799999951
1.3919999999999866,6.491209999999951
1.3949999999999865,6.5035311999999506
1.3979999999999864,6.51585239999995
1.4009999999999863,6.52817359999995
1.4039999999999861,6.54049479999995
1.406999999999986,6.552815999999949
1.409999999999986,6.565137199999949
1.4129999999999858,6.577458399999949
1.4159999999999857,6.5897795999999484
1.4189999999999856,6.602100799999948
1.4219999999999855,6.614421999999948
1.4249999999999854,6.6267431999999475
1.4279999999999853,6.639064399999947
1.4309999999999852,6.651385599999947
1.433999999999985,6.663706799999947
1.436999999999985,6.676027999999946
1.4399999999999848,6.688349199999946
1.4429999999999847,6.700670399999946
1.4459999999999846,6.712991599999945
1.4489999999999845,6.725312799999945
1.4519999999999844,6.737633999999945
1.4549999999999843,6.7499551999999445
1.4579999999999842,6.762276399999944
1.460999999999984,6.774597599999944
1.463999999999984,6.786918799999944
1.4669999999999839,6.799239999999943
1.4699999999999838,6.811561199999943
1.4729999999999837,6.823882399999943
1.4759999999999835,6.836203599999942
1.4789999999999834,6.848524799999942
1.4819999999999833,6.860845999999942
1.4849999999999832,6.8731671999999415
1.4879999999999831,6.885488399999941
1.490999999999983,6.897809599999941
1.493999999999983,6.910130799999941
1.4969999999999828,6.92245199999994
1.4999999999999827,6.93477319999994
1.5029999999999826,6.94709439999994
1.5059999999999825,6.959415599999939
1.5089999999999824,6.971736799999939
1.5119999999999822,6.984057999999939
1.5149999999999821,6.9963791999999385
1.517999999999982,7.008700399999938
1.520999999999982,7.021021599999938
1.5239999999999818,7.033342799999938
1.5269999999999817,7.045663999999937
1.5299999999999816,7.057985199999937
1.5329999999999815,7.070306399999937
1.5359999999999814,7.082627599999936
1.5389999999999813,7.094948799999936
1.5419999999999812,7.107269999999936
1.544999999999981,7.1195911999999355
1.547999999999981,7.131912399999935
1.5509999999999808,7.144233599999935
1.5539999999999807,7.156554799999935
1.5569999999999806,7.168875999999934
1.5599999999999805,7.181197199999934
1.5629999999999804,7.193518399999934
1.5659999999999803,7.205839599999933
1.5689999999999802,7.218160799999933
1.57199999999998,7.230481999999933
1.57499999999998,7.2428031999999325
1.5779999999999799,7.255124399999932
